,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
414,b,1.511278195488722,1.0657142857142856,u,g,k,v,1.0175438596491229,f,f,1.0,t,g,1.56,1.0022,5.0,3.0,1.0,3.4615384615384617,4.5,1.0,1.0,5.0,1.0
415,a,1.511278195488722,1.1785714285714286,y,p,ff,ff,1.456140350877193,f,f,1.0,f,g,1.56,1.0,1.0,5.0,5.0,2.5384615384615383,2.0,1.0,1.0,1.0,1.0
416,b,1.526315789473684,1.0178571428571428,y,p,k,v,1.0175438596491229,f,f,1.0,f,g,1.4,1.0028,5.0,5.0,5.0,3.4615384615384617,4.5,1.0,1.0,1.0,1.0
417,b,1.5912781954887216,1.2557142857142858,u,g,c,v,1.0757894736842106,f,f,1.0,t,g,1.272,1.00004,5.0,3.0,1.0,1.3076923076923077,4.5,1.0,1.0,5.0,1.0
418,b,2.4839097744360905,1.1007142857142858,u,g,c,v,1.0526315789473684,f,t,1.1194029850746268,f,g,1.45,1.02,5.0,3.0,1.0,1.3076923076923077,4.5,1.0,5.0,1.0,1.0
419,a,1.7717293233082705,1.3628571428571428,y,p,ff,ff,1.0,f,f,1.0,t,g,1.3599999999999999,1.0024,1.0,5.0,5.0,2.5384615384615383,2.0,1.0,1.0,5.0,1.0
420,b,2.2781954887218046,1.3571428571428572,u,g,i,v,1.1403508771929824,f,f,1.0,t,g,1.42,1.0,5.0,3.0,1.0,2.8461538461538463,4.5,1.0,1.0,5.0,1.0
421,b,1.401203007518797,1.155,u,g,q,v,1.2105263157894737,f,f,1.0,f,g,1.216,1.00028,5.0,3.0,1.0,4.076923076923077,4.5,1.0,1.0,1.0,1.0
422,b,1.9425563909774435,1.1785714285714286,u,g,w,v,1.2456140350877192,f,f,1.0,f,g,1.4,1.0,5.0,3.0,1.0,4.6923076923076925,4.5,1.0,1.0,1.0,1.0
423,b,1.7470676691729325,1.1192857142857142,u,g,cc,v,1.1635087719298245,f,f,1.0,f,g,1.2,1.0,5.0,3.0,1.0,1.6153846153846154,4.5,1.0,1.0,1.0,1.0
424,b,2.1981954887218045,1.3092857142857142,u,g,c,v,1.2105263157894737,f,f,1.0,f,p,1.24,1.0,5.0,3.0,1.0,1.3076923076923077,4.5,1.0,1.0,1.0,3.0
425,b,1.6514285714285712,1.1785714285714286,u,g,c,v,1.0350877192982457,f,f,1.0,f,g,1.22,1.0,5.0,3.0,1.0,1.3076923076923077,4.5,1.0,1.0,1.0,1.0
426,a,1.8372932330827068,1.2914285714285714,u,g,w,v,1.0350877192982457,f,f,1.0,t,g,1.3599999999999999,1.002,1.0,3.0,1.0,4.6923076923076925,4.5,1.0,1.0,5.0,1.0
427,b,2.4285714285714284,1.1192857142857142,u,g,e,v,1.0056140350877194,f,f,1.0,f,g,1.24,1.0002,5.0,3.0,1.0,2.230769230769231,4.5,1.0,1.0,1.0,1.0
428,b,3.130526315789474,1.3271428571428572,u,g,ff,ff,1.040701754385965,f,f,1.0,f,g,1.4,1.00012,5.0,3.0,1.0,2.5384615384615383,2.0,1.0,1.0,1.0,1.0
429,b,2.192781954887218,1.0478571428571428,y,p,cc,v,1.0119298245614035,f,f,1.0,f,g,1.3599999999999999,1.0,5.0,5.0,5.0,1.6153846153846154,4.5,1.0,1.0,1.0,1.0
430,b,3.2905263157894735,1.4285714285714286,y,p,ff,ff,1.2105263157894737,f,f,1.0,f,g,1.3599999999999999,1.00016,5.0,5.0,5.0,2.5384615384615383,2.0,1.0,1.0,1.0,1.0
431,b,1.5515789473684212,1.4521428571428572,y,p,c,v,1.023157894736842,f,f,1.0,f,g,1.32,1.04232,5.0,5.0,5.0,1.3076923076923077,4.5,1.0,1.0,1.0,1.0
432,b,1.486015037593985,1.22,u,g,k,v,1.0119298245614035,f,f,1.0,t,g,1.712,1.0,5.0,3.0,1.0,3.4615384615384617,4.5,1.0,1.0,5.0,1.0
433,b,1.6917293233082709,1.1428571428571428,u,g,aa,v,1.0701754385964912,f,f,1.0,f,g,1.4,1.0,5.0,3.0,1.0,1.0,4.5,1.0,1.0,1.0,1.0
434,b,3.6965413533834584,1.387142857142857,u,g,c,v,1.3389473684210527,f,f,1.0,t,g,1.6400000000000001,1.0,5.0,3.0,1.0,1.3076923076923077,4.5,1.0,1.0,5.0,1.0
435,b,1.3157894736842106,1.0,y,p,ff,ff,1.0,f,t,1.2388059701492538,f,g,1.09,1.00004,5.0,5.0,5.0,2.5384615384615383,2.0,1.0,5.0,1.0,1.0
436,b,1.3506766917293231,1.0835714285714286,u,g,ff,ff,1.0,f,t,1.1791044776119404,f,g,1.7000000000000002,1.03076,5.0,3.0,1.0,2.5384615384615383,2.0,1.0,5.0,1.0,1.0
437,a,3.380751879699248,1.0235714285714286,u,g,ff,ff,1.0,f,f,1.0,t,s,1.124,1.00108,1.0,3.0,1.0,2.5384615384615383,2.0,1.0,1.0,5.0,5.0
438,a,1.8072180451127822,1.1785714285714286,u,g,ff,ff,1.0,f,t,1.0597014925373134,f,g,1.184,1.012,1.0,3.0,1.0,2.5384615384615383,2.0,1.0,5.0,1.0,1.0
439,b,1.73203007518797,1.125,u,g,k,v,1.0526315789473684,f,t,1.1194029850746268,t,g,1.348,1.00012,5.0,3.0,1.0,3.4615384615384617,4.5,1.0,5.0,5.0,1.0
440,b,1.561203007518797,1.0,u,g,k,v,1.1403508771929824,f,t,1.6567164179104479,f,s,1.0,1.0,5.0,3.0,1.0,3.4615384615384617,4.5,1.0,5.0,1.0,5.0
441,b,2.5536842105263156,1.7142857142857142,u,g,ff,ff,1.0,f,t,1.1194029850746268,f,g,1.034,1.00004,5.0,3.0,1.0,2.5384615384615383,2.0,1.0,5.0,1.0,1.0
442,b,2.012330827067669,1.387142857142857,y,p,m,v,1.0175438596491229,f,f,1.0,t,s,1.16,1.0,5.0,5.0,5.0,3.769230769230769,4.5,1.0,1.0,5.0,5.0
443,b,1.210526315789474,1.4285714285714286,u,g,k,v,1.0056140350877194,f,f,1.0,t,g,1.32,1.0016,5.0,3.0,1.0,3.4615384615384617,4.5,1.0,1.0,5.0,1.0
444,a,1.2357894736842105,1.0,y,p,j,ff,1.0,f,f,1.0,f,g,1.172,1.0,1.0,5.0,5.0,3.153846153846154,2.0,1.0,1.0,1.0,1.0
445,a,2.0387464312956323,2.6071428571428568,u,g,ff,ff,1.0,f,f,1.0,f,g,1.0,1.208,1.0,3.0,1.0,2.5384615384615383,2.0,1.0,1.0,1.0,1.0
446,b,1.1654135338345863,1.0178571428571428,u,g,c,v,1.023157894736842,f,f,1.0,f,g,1.264,1.0,5.0,3.0,1.0,1.3076923076923077,4.5,1.0,1.0,1.0,1.0
447,a,1.8168421052631576,1.2378571428571428,u,g,ff,ff,1.0,f,f,1.0,f,g,1.6800000000000002,1.00004,1.0,3.0,1.0,2.5384615384615383,2.0,1.0,1.0,1.0,1.0
448,b,2.0526315789473686,1.1607142857142856,u,g,ff,ff,1.0,f,t,1.0597014925373134,f,g,1.192,1.00076,5.0,3.0,1.0,2.5384615384615383,2.0,1.0,5.0,1.0,1.0
449,b,1.3759398496240602,2.0,u,g,c,v,1.0701754385964912,f,f,1.0,f,g,1.0,1.0,5.0,3.0,1.0,1.3076923076923077,4.5,1.0,1.0,1.0,1.0
450,b,2.0387464312956323,1.4285714285714286,y,p,i,bb,1.9824561403508771,f,f,1.0,f,g,1.0,1.00004,5.0,5.0,5.0,2.8461538461538463,1.0,1.0,1.0,1.0,1.0
451,b,2.5488721804511276,1.2321428571428572,u,g,c,v,1.2105263157894737,f,f,1.0,f,g,1.0,1.01264,5.0,3.0,1.0,1.3076923076923077,4.5,1.0,1.0,1.0,1.0
452,b,2.368421052631579,1.6071428571428572,u,g,q,v,1.4912280701754386,f,f,1.0,f,g,1.908,1.002,5.0,3.0,1.0,4.076923076923077,4.5,1.0,1.0,1.0,1.0
453,b,1.962406015037594,1.095,u,g,w,v,1.0350877192982457,f,f,1.0,t,g,1.6,1.0,5.0,3.0,1.0,4.6923076923076925,4.5,1.0,1.0,5.0,1.0
454,b,3.326015037593985,1.2142857142857142,u,g,d,v,1.526315789473684,f,f,1.0,t,g,1.0,1.014,5.0,3.0,1.0,1.9230769230769231,4.5,1.0,1.0,5.0,1.0
455,b,2.3485714285714288,3.589285714285714,u,g,w,v,1.0119298245614035,f,f,1.0,f,g,1.6400000000000001,1.14208,5.0,3.0,1.0,4.6923076923076925,4.5,1.0,1.0,1.0,1.0
456,b,2.2529323308270675,1.0,u,g,c,v,1.0,f,f,1.0,f,p,1.0,1.0,5.0,3.0,1.0,1.3076923076923077,4.5,1.0,1.0,1.0,3.0
457,b,1.957593984962406,1.1071428571428572,y,p,c,v,1.0056140350877194,f,f,1.0,f,g,1.48,1.0,5.0,5.0,5.0,1.3076923076923077,4.5,1.0,1.0,1.0,1.0
458,b,2.3485714285714288,1.7857142857142856,u,g,i,bb,1.7017543859649122,f,f,1.0,f,g,1.42,1.02748,5.0,3.0,1.0,2.8461538461538463,1.0,1.0,1.0,1.0,1.0
459,b,1.7169924812030075,1.0414285714285714,y,p,c,v,1.2105263157894737,f,f,1.0,t,g,1.32,1.0,5.0,5.0,5.0,1.3076923076923077,4.5,1.0,1.0,5.0,1.0
460,a,1.6466165413533833,1.345,y,p,c,v,1.0,f,f,1.0,f,g,1.24,1.0,1.0,5.0,5.0,1.3076923076923077,4.5,1.0,1.0,1.0,1.0
461,b,1.6213533834586467,1.125,u,g,m,v,1.0119298245614035,f,t,1.2388059701492538,f,g,1.508,1.078,5.0,3.0,1.0,3.769230769230769,4.5,1.0,5.0,1.0,1.0
462,b,1.4914285714285715,1.0714285714285714,u,g,c,v,1.0175438596491229,f,f,1.0,f,g,1.72,1.0,5.0,3.0,1.0,1.3076923076923077,4.5,1.0,1.0,1.0,1.0
463,a,2.3732330827067667,1.0414285714285714,u,g,ff,ff,1.0,f,t,1.5970149253731343,f,g,1.4,1.00072,1.0,3.0,1.0,2.5384615384615383,2.0,1.0,5.0,1.0,1.0
464,a,1.556390977443609,1.262142857142857,u,g,j,j,1.0,f,t,1.0597014925373134,f,g,1.4,1.00212,1.0,3.0,1.0,3.153846153846154,3.0,1.0,5.0,1.0,1.0
465,a,1.83187969924812,1.4285714285714286,u,g,m,v,1.391578947368421,f,t,1.0597014925373134,t,g,1.56,1.0004,1.0,3.0,1.0,3.769230769230769,4.5,1.0,5.0,5.0,1.0
466,b,2.042406015037594,1.4407142857142856,u,g,c,v,1.3508771929824561,f,t,1.1194029850746268,t,g,1.32,1.00164,5.0,3.0,1.0,1.3076923076923077,4.5,1.0,5.0,5.0,1.0
467,a,2.002706766917293,1.1964285714285714,u,g,w,h,1.0056140350877194,f,t,1.1791044776119404,f,g,1.0,1.00132,1.0,3.0,1.0,4.6923076923076925,2.5,1.0,5.0,1.0,1.0
468,b,1.5010526315789474,1.3335714285714286,u,g,k,v,1.1052631578947367,f,f,1.0,f,g,1.3599999999999999,1.0,5.0,3.0,1.0,3.4615384615384617,4.5,1.0,1.0,1.0,1.0
469,b,1.1551879699248118,1.5835714285714286,u,g,i,h,1.0582456140350878,f,f,1.0,t,g,1.24,1.0,5.0,3.0,1.0,2.8461538461538463,2.5,1.0,1.0,5.0,1.0
470,a,1.4914285714285715,2.666428571428571,u,g,k,h,1.0119298245614035,f,f,1.0,f,g,1.6400000000000001,1.0002,1.0,3.0,1.0,3.4615384615384617,2.5,1.0,1.0,1.0,1.0
471,b,1.4409022556390978,1.5892857142857144,y,p,i,h,1.0056140350877194,f,f,1.0,f,g,1.28,1.004,5.0,5.0,5.0,2.8461538461538463,2.5,1.0,1.0,1.0,1.0
472,b,1.220751879699248,1.9285714285714284,u,g,i,v,1.0175438596491229,f,f,1.0,f,g,1.12,1.004,5.0,3.0,1.0,2.8461538461538463,4.5,1.0,1.0,1.0,1.0
473,b,1.3260150375939852,1.5714285714285714,y,p,i,v,1.1403508771929824,f,f,1.0,t,g,1.72,1.04,5.0,5.0,5.0,2.8461538461538463,4.5,1.0,1.0,5.0,1.0
474,b,1.4162406015037594,1.0592857142857144,u,g,c,v,1.0175438596491229,f,f,1.0,f,g,1.0,1.00176,5.0,3.0,1.0,1.3076923076923077,4.5,1.0,1.0,1.0,1.0
475,b,1.781954887218045,1.2857142857142856,u,g,d,v,1.1052631578947367,f,f,1.0,t,g,1.16,1.0,5.0,3.0,1.0,1.9230769230769231,4.5,1.0,1.0,5.0,1.0
476,b,1.5912781954887216,1.1192857142857142,u,g,i,h,1.0119298245614035,f,f,1.0,t,g,1.44,1.0002,5.0,3.0,1.0,2.8461538461538463,2.5,1.0,1.0,5.0,1.0
477,b,2.5290225563909776,1.3571428571428572,y,p,i,h,2.4035087719298245,f,f,1.0,t,s,1.4,1.0,5.0,5.0,5.0,2.8461538461538463,2.5,1.0,1.0,5.0,5.0
478,b,1.5413533834586466,2.642857142857143,u,g,i,v,1.0582456140350878,f,f,1.0,f,g,1.0,1.0,5.0,3.0,1.0,2.8461538461538463,4.5,1.0,1.0,1.0,1.0
479,b,1.7669172932330826,1.387142857142857,y,p,c,v,1.0119298245614035,f,f,1.0,f,s,1.16,1.0,5.0,5.0,5.0,1.3076923076923077,4.5,1.0,1.0,1.0,5.0
480,a,1.1906766917293234,1.0714285714285714,u,g,i,v,1.023157894736842,f,t,1.3582089552238805,t,g,1.48,1.0014,1.0,3.0,1.0,2.8461538461538463,4.5,1.0,5.0,5.0,1.0
481,b,1.5864661654135337,1.4521428571428572,y,p,k,v,1.0582456140350878,f,t,1.0597014925373134,t,g,1.56,1.0032,5.0,5.0,5.0,3.4615384615384617,4.5,1.0,5.0,5.0,1.0
482,a,1.2153383458646614,2.3571428571428568,u,g,aa,v,1.2456140350877192,f,t,1.5970149253731343,t,g,1.0,1.0004,1.0,3.0,1.0,1.0,4.5,1.0,5.0,5.0,1.0
483,b,1.6015037593984962,1.0592857142857144,y,p,c,v,1.0056140350877194,f,t,1.1194029850746268,f,g,1.256,1.00024,5.0,5.0,5.0,1.3076923076923077,4.5,1.0,5.0,1.0,1.0
484,b,2.258345864661654,1.1542857142857144,u,g,m,v,1.1635087719298245,f,f,1.0,f,s,1.056,1.0,5.0,3.0,1.0,3.769230769230769,4.5,1.0,1.0,1.0,5.0
485,b,4.673984962406014,3.714285714285714,y,p,ff,ff,1.0056140350877194,f,t,1.1194029850746268,f,g,1.0,1.01404,5.0,5.0,5.0,2.5384615384615383,2.0,1.0,5.0,1.0,1.0
486,b,1.8673684210526318,1.0178571428571428,y,p,k,v,1.0119298245614035,f,f,1.0,f,g,1.432,1.084,5.0,5.0,5.0,3.4615384615384617,4.5,1.0,1.0,1.0,1.0
487,b,1.6466165413533833,2.9050000000000002,y,p,aa,v,1.0056140350877194,f,f,1.0,t,g,1.24,1.019,5.0,5.0,5.0,1.0,4.5,1.0,1.0,5.0,1.0
488,b,1.305563909774436,1.5057142857142858,y,p,ff,ff,1.0,f,f,1.0,t,g,1.3599999999999999,1.00004,5.0,5.0,5.0,2.5384615384615383,2.0,1.0,1.0,5.0,1.0
489,b,2.899548872180451,1.1428571428571428,u,g,q,v,1.0175438596491229,f,f,1.0,t,g,1.526,1.0,5.0,3.0,1.0,4.076923076923077,4.5,1.0,1.0,5.0,1.0
490,a,3.0150375939849625,1.1071428571428572,u,g,q,h,1.3859649122807016,t,t,1.0597014925373134,f,g,1.666,1.03568,1.0,3.0,1.0,4.076923076923077,2.5,5.0,5.0,1.0,1.0
491,b,1.6267669172932333,1.125,u,g,q,v,1.6491228070175439,t,t,1.1194029850746268,t,g,2.04,1.08,5.0,3.0,1.0,4.076923076923077,4.5,5.0,5.0,5.0,1.0
492,b,2.5338345864661656,2.3571428571428568,u,g,m,v,1.912280701754386,t,t,1.835820895522388,f,g,1.48,1.18428,5.0,3.0,1.0,3.769230769230769,4.5,5.0,5.0,1.0,1.0
493,a,1.4060150375939848,2.690714285714286,u,g,c,h,1.8421052631578947,t,f,1.0,f,g,1.6800000000000002,1.0,1.0,3.0,1.0,1.3076923076923077,2.5,5.0,1.0,1.0,1.0
494,a,1.305563909774436,1.6307142857142858,y,p,c,h,1.4210526315789473,t,f,1.0,f,g,1.48,1.0,1.0,5.0,5.0,1.3076923076923077,2.5,5.0,1.0,1.0,1.0
495,b,1.3260150375939852,2.3571428571428568,u,g,w,v,1.2105263157894737,t,f,1.0,f,g,1.24,1.08824,5.0,3.0,1.0,4.6923076923076925,4.5,5.0,1.0,1.0,1.0
496,a,1.6766917293233083,1.125,u,g,x,h,1.1459649122807019,t,f,1.0,t,g,1.32,1.2344,1.0,3.0,1.0,5.0,2.5,5.0,1.0,5.0,1.0
497,b,1.3861654135338348,2.321428571428571,u,g,c,v,1.2336842105263157,t,t,1.1791044776119404,t,g,1.08,1.00112,5.0,3.0,1.0,1.3076923076923077,4.5,5.0,5.0,5.0,1.0
498,b,1.7218045112781954,1.0714285714285714,u,g,c,v,1.2049122807017545,t,t,1.2985074626865671,t,g,1.624,1.0,5.0,3.0,1.0,1.3076923076923077,4.5,5.0,5.0,5.0,1.0
499,b,1.401203007518797,2.0,u,g,c,v,1.2280701754385965,t,t,1.1791044776119404,f,g,1.4,1.05564,5.0,3.0,1.0,1.3076923076923077,4.5,5.0,5.0,1.0,1.0
500,b,2.0387464312956323,1.5714285714285714,u,g,x,v,1.7017543859649122,t,t,1.1791044776119404,t,g,1.58,1.09116,5.0,3.0,1.0,5.0,4.5,5.0,5.0,5.0,1.0
501,b,2.518796992481203,1.7142857142857142,u,g,cc,v,1.4912280701754386,t,t,1.5970149253731343,t,g,1.0,1.0,5.0,3.0,1.0,1.6153846153846154,4.5,5.0,5.0,5.0,1.0
502,a,4.027368421052631,1.0235714285714286,u,g,ff,ff,1.0,t,t,1.0597014925373134,f,g,1.464,1.004,1.0,3.0,1.0,2.5384615384615383,2.0,5.0,5.0,1.0,1.0
503,b,1.8721804511278197,1.7321428571428572,u,g,x,v,1.6666666666666665,t,t,1.1194029850746268,f,g,1.8399999999999999,1.00028,5.0,3.0,1.0,5.0,4.5,5.0,5.0,1.0,1.0
504,a,1.9022556390977443,1.5357142857142856,u,g,c,v,1.152280701754386,t,t,1.0597014925373134,t,g,1.742,1.0,1.0,3.0,1.0,1.3076923076923077,4.5,5.0,5.0,5.0,1.0
505,b,2.057443609022556,3.7857142857142856,u,g,c,v,1.9824561403508771,t,t,1.955223880597015,f,g,1.0,1.2,5.0,3.0,1.0,1.3076923076923077,4.5,5.0,5.0,1.0,1.0
506,a,1.3109774436090227,2.2857142857142856,u,g,aa,v,1.1052631578947367,t,t,1.1194029850746268,f,g,1.176,1.02364,1.0,3.0,1.0,1.0,4.5,5.0,5.0,1.0,1.0
507,a,1.6616541353383458,1.4285714285714286,u,g,q,h,1.2575438596491229,t,t,2.134328358208955,f,g,1.0,1.02,1.0,3.0,1.0,4.076923076923077,2.5,5.0,5.0,1.0,1.0
508,a,2.0177443609022556,2.7142857142857144,u,g,c,v,1.280701754385965,t,t,1.0597014925373134,f,g,1.44,1.00076,1.0,3.0,1.0,1.3076923076923077,4.5,5.0,5.0,1.0,1.0
509,b,1.4360902255639099,1.6842857142857142,y,p,w,v,1.3157894736842106,t,t,1.0597014925373134,t,g,1.16,1.012,5.0,5.0,5.0,4.6923076923076925,4.5,5.0,5.0,5.0,1.0
510,b,1.0,1.5714285714285714,y,p,w,v,1.2456140350877192,t,t,1.1194029850746268,t,g,1.24,1.04,5.0,5.0,5.0,4.6923076923076925,4.5,5.0,5.0,5.0,1.0
511,a,2.9398496240601504,1.5714285714285714,u,g,j,j,1.0,t,f,1.0,f,g,1.2,1.0384,1.0,3.0,1.0,3.153846153846154,3.0,5.0,1.0,1.0,1.0
512,a,2.8393984962406016,1.0,u,g,c,v,1.3508771929824561,t,f,1.0,f,g,1.0,1.0,1.0,3.0,1.0,1.3076923076923077,4.5,5.0,1.0,1.0,1.0
513,b,1.3909774436090228,2.4228571428571426,u,g,e,dd,1.0,t,f,1.0,f,g,1.0,1.0,5.0,3.0,1.0,2.230769230769231,1.5,5.0,1.0,1.0,1.0
514,b,1.5365413533834587,1.3628571428571428,y,p,c,h,1.3628070175438596,t,f,1.0,f,g,1.0,1.0,5.0,5.0,5.0,1.3076923076923077,2.5,5.0,1.0,1.0,1.0
515,b,2.0387464312956323,2.5,u,g,x,v,1.912280701754386,t,f,1.0,f,g,1.0,1.0,5.0,3.0,1.0,5.0,4.5,5.0,1.0,1.0,1.0
516,a,3.8372932330827068,1.7142857142857142,u,g,aa,v,1.5614035087719298,t,t,1.2388059701492538,f,g,1.0,1.00396,1.0,3.0,1.0,1.0,4.5,5.0,5.0,1.0,1.0
517,b,1.1401503759398495,1.1071428571428572,u,g,c,v,1.2456140350877192,t,t,1.2985074626865671,t,g,1.704,1.0276,5.0,3.0,1.0,1.3076923076923077,4.5,5.0,5.0,5.0,1.0
518,a,1.8673684210526318,1.0535714285714286,u,g,q,v,1.0821052631578947,t,t,1.2388059701492538,f,g,1.16,1.0,1.0,3.0,1.0,4.076923076923077,4.5,5.0,5.0,1.0,1.0
519,b,2.5290225563909776,1.2442857142857142,u,g,x,v,1.0175438596491229,t,t,1.2985074626865671,t,g,1.96,1.0,5.0,3.0,1.0,5.0,4.5,5.0,5.0,5.0,1.0
520,b,1.401203007518797,2.071428571428571,u,g,k,v,1.2105263157894737,t,t,1.0597014925373134,f,g,1.32,1.00936,5.0,3.0,1.0,3.4615384615384617,4.5,5.0,5.0,1.0,1.0
521,a,1.9774436090225564,1.7557142857142858,u,g,e,dd,1.3157894736842106,t,t,1.2985074626865671,t,g,1.198,1.02,1.0,3.0,1.0,2.230769230769231,1.5,5.0,5.0,5.0,1.0
522,b,1.5461654135338345,1.4285714285714286,u,g,m,v,1.1810526315789474,t,t,1.0597014925373134,f,g,1.52,1.032,5.0,3.0,1.0,3.769230769230769,4.5,5.0,5.0,1.0,1.0
523,a,1.526315789473684,2.2142857142857144,u,g,q,v,1.2456140350877192,t,t,1.5970149253731343,f,g,1.16,1.0396,1.0,3.0,1.0,4.076923076923077,4.5,5.0,5.0,1.0,1.0
524,a,1.8920300751879697,1.2378571428571428,u,g,q,v,1.3389473684210527,t,f,1.0,t,g,1.88,1.0,1.0,3.0,1.0,4.076923076923077,4.5,5.0,1.0,5.0,1.0
525,b,2.8899248120300753,1.2142857142857142,u,g,c,v,1.3508771929824561,t,f,1.0,t,g,1.28,1.0,5.0,3.0,1.0,1.3076923076923077,4.5,5.0,1.0,5.0,1.0
526,b,2.673984962406015,1.25,u,g,k,v,1.0294736842105263,t,f,1.0,f,g,1.32,1.0,5.0,3.0,1.0,3.4615384615384617,4.5,5.0,1.0,1.0,1.0
527,a,3.606315789473684,1.0478571428571428,u,g,i,bb,1.1403508771929824,t,f,1.0,t,g,1.504,1.08788,1.0,3.0,1.0,2.8461538461538463,1.0,5.0,1.0,5.0,1.0
528,a,3.526315789473684,2.0114285714285716,u,g,k,h,1.9473684210526314,t,t,1.1791044776119404,t,g,1.2,1.002,1.0,3.0,1.0,3.4615384615384617,2.5,5.0,5.0,5.0,1.0
529,b,2.774436090225564,4.601428571428571,u,g,q,h,1.0294736842105263,t,t,1.0597014925373134,f,g,2.52,1.0036,5.0,3.0,1.0,4.076923076923077,2.5,5.0,5.0,1.0,1.0
530,a,1.6965413533834584,1.2978571428571428,u,g,c,h,1.3859649122807016,t,f,1.0,t,g,1.72,1.00004,1.0,3.0,1.0,1.3076923076923077,2.5,5.0,1.0,5.0,1.0
531,a,1.6514285714285712,1.0957142857142856,u,g,aa,h,1.2456140350877192,t,f,1.0,f,g,1.8,1.0,1.0,3.0,1.0,1.0,2.5,5.0,1.0,1.0,1.0
532,b,2.769624060150376,1.3214285714285714,u,g,i,bb,1.1052631578947367,t,f,1.0,f,g,2.12,1.0,5.0,3.0,1.0,2.8461538461538463,1.0,5.0,1.0,1.0,1.0
533,b,2.6342857142857143,1.1192857142857142,u,g,ff,ff,1.0,t,f,1.0,f,g,1.26,1.00004,5.0,3.0,1.0,2.5384615384615383,2.0,5.0,1.0,1.0,1.0
534,b,2.087518796992481,1.3571428571428572,u,g,aa,v,2.052631578947368,t,f,1.0,t,g,2.0460000000000003,1.0,5.0,3.0,1.0,1.0,4.5,5.0,1.0,5.0,1.0
535,a,2.213233082706767,1.2264285714285714,y,p,ff,ff,1.0,t,f,1.0,f,g,1.6400000000000001,1.0,1.0,5.0,5.0,2.5384615384615383,2.0,5.0,1.0,1.0,1.0
536,a,1.6718796992481204,1.1785714285714286,u,g,ff,ff,1.0,t,f,1.0,f,g,1.16,1.0,1.0,3.0,1.0,2.5384615384615383,2.0,5.0,1.0,1.0,1.0
537,b,2.293233082706767,1.4521428571428572,u,g,x,h,1.526315789473684,t,f,1.0,t,g,2.3600000000000003,1.0,5.0,3.0,1.0,5.0,2.5,5.0,1.0,5.0,1.0
538,b,2.2330827067669174,1.25,u,g,w,bb,1.0350877192982457,t,f,1.0,t,g,1.326,1.0,5.0,3.0,1.0,4.6923076923076925,1.0,5.0,1.0,5.0,1.0
539,b,4.999999999999999,1.7857142857142856,u,g,c,v,1.0757894736842106,t,f,1.0,f,g,1.0,1.0136,5.0,3.0,1.0,1.3076923076923077,4.5,5.0,1.0,1.0,1.0
540,b,1.3410526315789473,1.2142857142857142,y,p,cc,v,1.280701754385965,t,f,1.0,t,g,1.2,1.0008,5.0,5.0,5.0,1.6153846153846154,4.5,5.0,1.0,5.0,1.0
541,b,2.744360902255639,1.4285714285714286,u,g,i,bb,1.1403508771929824,t,f,1.0,f,g,1.0,1.008,5.0,3.0,1.0,2.8461538461538463,1.0,5.0,1.0,1.0,1.0
542,b,1.3560902255639098,2.4285714285714284,y,p,k,h,1.1171929824561404,t,f,1.0,t,g,1.28,1.0,5.0,5.0,5.0,3.4615384615384617,2.5,5.0,1.0,5.0,1.0
543,b,2.3581954887218046,1.5414285714285714,u,g,w,v,1.1635087719298245,t,f,1.0,t,g,1.4,1.0,5.0,3.0,1.0,4.6923076923076925,4.5,5.0,1.0,5.0,1.0
544,b,1.9822556390977444,1.1485714285714286,y,p,i,bb,1.0701754385964912,t,t,1.5970149253731343,t,g,1.264,1.00112,5.0,5.0,5.0,2.8461538461538463,1.0,5.0,5.0,5.0,1.0
545,b,2.8345864661654137,2.571428571428571,y,p,d,v,1.2105263157894737,t,f,1.0,f,s,1.0,1.0,5.0,5.0,5.0,1.9230769230769231,4.5,5.0,1.0,1.0,5.0
546,b,1.5912781954887216,1.0657142857142856,y,p,w,v,1.368421052631579,t,t,1.3582089552238805,t,g,1.416,1.01388,5.0,5.0,5.0,4.6923076923076925,4.5,5.0,5.0,5.0,1.0
547,b,1.6117293233082708,1.2142857142857142,u,g,d,h,1.263157894736842,t,t,1.3582089552238805,f,g,1.4,1.01308,5.0,3.0,1.0,1.9230769230769231,2.5,5.0,5.0,1.0,1.0
548,b,2.16812030075188,1.1428571428571428,u,g,x,v,1.1052631578947367,t,t,1.417910447761194,t,g,1.6800000000000002,1.16284,5.0,3.0,1.0,5.0,4.5,5.0,5.0,5.0,1.0
549,b,3.08,2.7142857142857144,u,g,m,v,3.245614035087719,t,f,1.0,f,s,1.22,1.0,5.0,3.0,1.0,3.769230769230769,4.5,5.0,1.0,1.0,5.0
550,b,4.789473684210526,4.184285714285714,u,g,e,z,2.789473684210526,t,t,1.0597014925373134,t,g,1.0,1.00436,5.0,3.0,1.0,2.230769230769231,5.0,5.0,5.0,5.0,1.0
551,b,3.260451127819549,2.4285714285714284,u,g,i,bb,1.0,t,t,1.6567164179104479,f,g,1.0,1.04996,5.0,3.0,1.0,2.8461538461538463,1.0,5.0,5.0,1.0,1.0
